sample_id	Day	Month	Year	species	nr_ind	Site	Method	Duration
20665	17	5	2021	Niphargus_sp.	1	T103	Filter_net	7
20666	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20667	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20668	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20669	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20670	17	5	2021	Niphargus_sp.	1	T103	Filter_net	7
20671	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20672	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20673	17	5	2021	Niphargus_puteanus	1	T103	Filter_net	7
20674	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20675	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20676	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20677	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20678	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20679	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20680	25	5	2021	Niphargus_auerbachi	1	T103	Filter_net	8
20681	25	5	2021	Niphargus_puteanus	1	T103	Filter_net	8
20682	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20683	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20684	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20685	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20686	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20687	31	5	2021	Niphargus_puteanus	1	T103	Filter_net	6
20832	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20833	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20834	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20835	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20836	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20837	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20838	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20839	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20840	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20841	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20842	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20843	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20844	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20845	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20846	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20847	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20848	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20849	8	6	2021	Niphargus_puteanus	1	T103	Filter_net	8
20850	8	6	2021	Niphargus_sp.	1	T103	Filter_net	8
20851	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20852	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20853	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20854	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20855	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20856	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20857	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20858	15	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20859	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20860	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20861	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20862	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20863	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20864	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20865	22	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20904	29	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20905	29	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20906	29	6	2021	Niphargus_fontanus	1	T103	Filter_net	7
20907	29	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20908	29	6	2021	Niphargus_puteanus	1	T103	Filter_net	7
20909	29	6	2021	Niphargus_auerbachi	1	T103	Filter_net	7
20911	6	7	2021	Niphargus_puteanus	1	T103	Filter_net	7
20912	6	7	2021	Niphargus_fontanus	1	T103	Filter_net	7
20913	6	7	2021	Niphargus_puteanus	1	T103	Filter_net	7
20914	6	7	2021	Niphargus_auerbachi	1	T103	Filter_net	7
20915	6	7	2021	Niphargus_sp.	1	T103	Filter_net	7
20190	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20191	29	4	2021	Niphargus_auerbachi	1	T103	Aquarium_net	0
20192	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20193	29	4	2021	Niphargus_auerbachi	1	T103	Aquarium_net	0
20194	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20195	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20196	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20197	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20198	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20199	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
20200	29	4	2021	Niphargus_fontanus	1	T103	Aquarium_net	0
20201	29	4	2021	Niphargus_puteanus	1	T103	Aquarium_net	0
11214	17	4	2021	NA	0	T118	Filter_net	7
11486	1	5	2021	NA	0	T118	Filter_net	7
11487	9	5	2021	NA	0	T118	Filter_net	8
11919	15	5	2021	NA	0	T118	Filter_net	6
20271	10	4	2021	Niphargus_tonywhitteni	1	T118	Filter_net	7
20272	3	4	2021	Niphargus_tonywhitteni	1	T118	Filter_net	8
20580	24	4	2021	Niphargus_fontanus	1	T118	Filter_net	7
20723	29	5	2021	Niphargus_fontanus	1	T118	Filter_net	9
20724	29	5	2021	Niphargus_fontanus	1	T118	Filter_net	9
20725	29	5	2021	Niphargus_fontanus	1	T118	Filter_net	9
20726	29	5	2021	Niphargus_fontanus	1	T118	Filter_net	9
20727	29	5	2021	Niphargus_fontanus	1	T118	Filter_net	9
20728	20	5	2021	Niphargus_fontanus	1	T118	Filter_net	5
20729	20	5	2021	Niphargus_tonywhitteni	1	T118	Filter_net	5
20730	20	5	2021	Niphargus_fontanus	1	T118	Filter_net	5
20731	4	6	2021	Niphargus_fontanus	1	T118	Filter_net	6
20268	27	3	2021	Niphargus_fontanus	1	T118	Aquarium_net	0
11722	27	4	2021	NA	0	T124	Filter_net	6
11723	27	4	2021	NA	0	T124	Filter_net	6
11724	27	4	2021	NA	0	T124	Filter_net	6
11725	3	5	2021	NA	0	T124	Filter_net	6
11726	3	5	2021	NA	0	T124	Filter_net	6
11727	3	5	2021	NA	0	T124	Filter_net	6
11728	10	5	2021	NA	0	T124	Filter_net	7
11729	10	5	2021	NA	0	T124	Filter_net	7
11730	10	5	2021	NA	0	T124	Filter_net	7
11731	17	5	2021	NA	0	T124	Filter_net	7
11732	17	5	2021	NA	0	T124	Filter_net	7
11733	17	5	2021	NA	0	T124	Filter_net	7
11734	25	5	2021	NA	0	T124	Filter_net	8
11735	25	5	2021	NA	0	T124	Filter_net	8
11736	25	5	2021	NA	0	T124	Filter_net	8
11737	31	5	2021	NA	0	T124	Filter_net	6
12028	31	5	2021	NA	0	T124	Filter_net	6
12029	31	5	2021	NA	0	T124	Filter_net	6
12030	8	6	2021	NA	0	T124	Filter_net	8
12031	8	6	2021	NA	0	T124	Filter_net	8
12032	8	6	2021	NA	0	T124	Filter_net	8
12033	15	6	2021	NA	0	T124	Filter_net	7
12034	15	6	2021	NA	0	T124	Filter_net	7
12035	15	6	2021	NA	0	T124	Filter_net	7
12121	22	6	2021	NA	0	T124	Filter_net	7
12122	22	6	2021	NA	0	T124	Filter_net	7
20367	26	4	2021	Niphargus_auerbachi	1	T127	Filter_net	7
20368	3	5	2021	Niphargus_fontanus	1	T127	Filter_net	7
20410	2	6	2021	Niphargus_sp.	1	T127	Filter_net	8
20411	2	6	2021	Niphargus_auerbachi	1	T127	Filter_net	8
20412	2	6	2021	Niphargus_fontanus	1	T127	Filter_net	8
20413	2	6	2021	Niphargus_auerbachi	1	T127	Filter_net	8
20414	10	5	2021	Niphargus_auerbachi	1	T127	Filter_net	7
20415	10	5	2021	Niphargus_auerbachi	1	T127	Filter_net	7
20416	10	5	2021	Niphargus_auerbachi	1	T127	Filter_net	7
20418	25	5	2021	Niphargus_fontanus	1	T127	Filter_net	8
20419	17	5	2021	Niphargus_fontanus	1	T127	Filter_net	7
20420	17	5	2021	Niphargus_auerbachi	1	T127	Filter_net	7
11238	9	4	2021	NA	0	T133	Filter_net	10
11243	16	4	2021	NA	0	T133	Filter_net	7
11248	23	4	2021	NA	0	T133	Filter_net	7
11304	7	5	2021	NA	0	T133	Filter_net	14
11233	30	3	2021	NA	0	T133	Aquarium_net	0
11367	7	6	2021	Niphargus_sp.	0	T133	Aquarium_net	0
20613	7	6	2021	Crangonyx_cf._subterraneus	1	T133	Aquarium_net	0
20405	5	5	2021	Niphargus_auerbachi	1	T141	Filter_net	7
12115	3	6	2021	NA	0	T143	Filter_net	8
20601	12	5	2021	Niphargus_tonywhitteni	1	T143	Filter_net	8
20602	12	5	2021	Niphargus_tonywhitteni	1	T143	Filter_net	8
20603	12	5	2021	Niphargus_tonywhitteni	1	T143	Filter_net	8
20612	19	5	2021	Niphargus_tonywhitteni	1	T143	Filter_net	7
20827	26	5	2021	Niphargus_tonywhitteni	1	T143	Filter_net	7
20373	4	5	2021	Niphargus_tonywhitteni	1	T143	Aquarium_net	0
20374	4	5	2021	Niphargus_tonywhitteni	1	T143	Aquarium_net	0
20375	4	5	2021	Niphargus_tonywhitteni	1	T143	Aquarium_net	0
20376	4	5	2021	Niphargus_tonywhitteni	1	T143	Aquarium_net	0
11383	27	5	2021	NA	0	T162	Filter_net	8
11388	3	6	2021	NA	0	T162	Filter_net	7
11938	10	6	2021	NA	0	T162	Filter_net	7
20407	27	5	2021	Niphargus_auerbachi	1	T162	Filter_net	8
20641	3	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20642	3	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20643	3	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20644	3	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20645	3	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20774	10	6	2021	NA	1	T162	Filter_net	7
20775	10	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
20776	10	6	2021	Niphargus_tonywhitteni	1	T162	Filter_net	7
11377	19	5	2021	NA	0	T162	Aquarium_net	0
11393	10	4	2021	NA	0	T165	Filter_net	7
11394	17	4	2021	NA	0	T165	Filter_net	7
11395	25	4	2021	NA	0	T165	Filter_net	8
11396	2	5	2021	NA	0	T165	Filter_net	7
11392	3	4	2021	NA	0	T165	Aquarium_net	0
11410	21	5	2021	NA	0	T170	Filter_net	7
11413	28	5	2021	NA	0	T170	Filter_net	7
11414	28	5	2021	NA	0	T170	Filter_net	7
20408	21	5	2021	Niphargus_fontanus	1	T170	Filter_net	7
11401	14	5	2021	NA	0	T170	Aquarium_net	0
11891	21	4	2021	NA	0	T218	Filter_net	7
11893	6	5	2021	NA	0	T218	Filter_net	8
11894	13	5	2021	NA	0	T218	Filter_net	7
11895	18	5	2021	NA	0	T218	Filter_net	5
11896	25	5	2021	NA	0	T218	Filter_net	7
20614	1	6	2021	Niphargus_tonywhitteni	1	T218	Filter_net	7
20615	1	6	2021	Niphargus_sp.	1	T218	Filter_net	7
20622	28	4	2021	Crangonyx_cf._subterraneus	1	T218	Filter_net	7
20623	28	4	2021	Crangonyx_cf._subterraneus	1	T218	Filter_net	7
20624	28	4	2021	Crangonyx_cf._subterraneus	1	T218	Filter_net	7
20625	28	4	2021	Niphargus_tonywhitteni	1	T218	Filter_net	7
20626	28	4	2021	Crangonyx_cf._subterraneus	1	T218	Filter_net	7
